User_ID,Age,Household_Size,Monthly_Income,Monthly_Spend,Preferred_Channel,Brand_Importance_Rating,Price_Importance_Rating,Price_Hike_Reaction,Primary_Influence,Loyalty_Score
21329,56,4,27500,5332,Local Kirana/Mom-and-pop Stores,3,5,Switch to a cheaper brand,TV Commercials,0.57
21330,22,2,5500,2000,Supermarkets,3,4,Switch to a cheaper brand,TV Commercials,0.59
21331,28,1,52000,8240,E-commerce/Apps,2,4,Switch to a cheaper brand,Social Media Ads,0.33
21332,32,2,48000,5803,Supermarkets,4,2,Continue buying the same brand,In-store Displays,0.78
21333,51,2,22000,2973,Discount Wholesalers,2,4,Switch to a cheaper brand,In-store Displays,0.25
21334,30,2,18000,2000,Discount Wholesalers,2,5,Switch to a cheaper brand,Doctor Recommendation,0.27
21335,71,4,77500,12154,E-commerce/Apps,2,4,Switch to a cheaper brand,In-store Displays,0.35
21336,65,1,58500,7259,E-commerce/Apps,4,3,Look for discounts/offers,TV Commercials,0.71
21337,24,2,31500,6032,E-commerce/Apps,2,5,Switch to a cheaper brand,TV Commercials,0.31
21338,57,4,25500,6590,Discount Wholesalers,1,5,Switch to a cheaper brand,Word of Mouth,0.15
21339,23,2,37000,5509,E-commerce/Apps,2,2,Continue buying the same brand,Doctor Recommendation,0.26
21340,73,2,17500,2387,E-commerce/Apps,2,4,Switch to a cheaper brand,Word of Mouth,0.34
21341,56,4,42000,5873,Local Kirana/Mom-and-pop Stores,4,2,Continue buying the same brand,Doctor Recommendation,0.64
21342,67,1,19500,2000,Supermarkets,3,4,Switch to a cheaper brand,In-store Displays,0.46
21343,47,1,10500,2467,Discount Wholesalers,3,5,Switch to a cheaper brand,In-store Displays,0.46
21344,39,4,24000,3750,Supermarkets,3,5,Switch to a cheaper brand,Doctor Recommendation,0.47
21345,42,4,21500,3772,Discount Wholesalers,2,5,Switch to a cheaper brand,In-store Displays,0.21
21346,45,5,89500,13719,Supermarkets,5,3,Look for discounts/offers,Doctor Recommendation,0.83
21347,71,3,83500,12907,E-commerce/Apps,4,1,Continue buying the same brand,Word of Mouth,0.75
21348,37,2,20500,2000,Local Kirana/Mom-and-pop Stores,3,4,Switch to a cheaper brand,Doctor Recommendation,0.41
21349,56,5,34500,5957,Supermarkets,3,4,Switch to a cheaper brand,Doctor Recommendation,0.54
21350,20,2,26000,5699,Discount Wholesalers,1,4,Switch to a cheaper brand,Word of Mouth,0.11
21351,22,3,91000,13301,E-commerce/Apps,5,1,Continue buying the same brand,Word of Mouth,0.98
21352,18,1,14500,2000,E-commerce/Apps,2,5,Switch to a cheaper brand,Social Media Ads,0.28
21353,32,2,45500,8274,E-commerce/Apps,3,2,Continue buying the same brand,Doctor Recommendation,0.5
21354,43,2,68500,9268,Supermarkets,4,4,Switch to a cheaper brand,Social Media Ads,0.62
21355,20,2,27500,4860,E-commerce/Apps,1,4,Switch to a cheaper brand,TV Commercials,0.04
21356,57,6,36500,6929,Local Kirana/Mom-and-pop Stores,3,4,Switch to a cheaper brand,Doctor Recommendation,0.44
21357,74,3,61000,10599,E-commerce/Apps,2,2,Continue buying the same brand,Social Media Ads,0.26
21358,58,3,20500,2000,Supermarkets,1,5,Switch to a cheaper brand,Social Media Ads,0.02
21359,64,4,49500,7790,Discount Wholesalers,3,4,Switch to a cheaper brand,Doctor Recommendation,0.56
21360,59,2,16500,2281,E-commerce/Apps,1,5,Switch to a cheaper brand,TV Commercials,0.06
21361,51,3,16000,2000,E-commerce/Apps,3,5,Switch to a cheaper brand,Social Media Ads,0.47
21362,69,5,55500,8758,Supermarkets,3,3,Look for discounts/offers,Social Media Ads,0.48
21363,22,2,22000,4075,E-commerce/Apps,3,5,Switch to a cheaper brand,TV Commercials,0.44
21364,48,3,39500,6475,Discount Wholesalers,3,3,Look for discounts/offers,Doctor Recommendation,0.54
21365,68,3,20000,5869,Supermarkets,2,5,Switch to a cheaper brand,In-store Displays,0.29
21366,30,3,41500,8456,Supermarkets,3,4,Switch to a cheaper brand,TV Commercials,0.54
21367,60,1,15500,2716,Local Kirana/Mom-and-pop Stores,3,5,Switch to a cheaper brand,Doctor Recommendation,0.54
21368,18,4,69000,10380,Supermarkets,2,3,Look for discounts/offers,TV Commercials,0.28
21369,39,6,54500,8256,Local Kirana/Mom-and-pop Stores,2,2,Continue buying the same brand,Social Media Ads,0.27
21370,32,3,26500,5331,Supermarkets,2,4,Switch to a cheaper brand,TV Commercials,0.35
21371,43,2,14000,2000,E-commerce/Apps,3,5,Switch to a cheaper brand,Doctor Recommendation,0.59
21372,35,2,32500,5237,Supermarkets,2,5,Switch to a cheaper brand,In-store Displays,0.24
21373,65,3,30000,2796,Discount Wholesalers,2,5,Switch to a cheaper brand,Doctor Recommendation,0.33
21374,26,4,27500,4538,E-commerce/Apps,2,5,Switch to a cheaper brand,Word of Mouth,0.27
21375,18,3,61000,9400,Supermarkets,3,4,Switch to a cheaper brand,Social Media Ads,0.47
21376,60,2,66500,11849,Supermarkets,4,3,Look for discounts/offers,Social Media Ads,0.68
21377,26,1,44500,7130,Supermarkets,4,4,Switch to a cheaper brand,In-store Displays,0.65
21378,40,2,76500,12346,Supermarkets,2,4,Switch to a cheaper brand,Word of Mouth,0.23
21379,60,1,8500,2909,Supermarkets,3,5,Switch to a cheaper brand,Word of Mouth,0.45
21380,62,4,31000,5497,Local Kirana/Mom-and-pop Stores,2,5,Switch to a cheaper brand,Social Media Ads,0.25
21381,19,3,30000,4364,E-commerce/Apps,1,5,Switch to a cheaper brand,Doctor Recommendation,0.08
21382,31,3,55000,7084,Supermarkets,2,3,Look for discounts/offers,In-store Displays,0.32
21383,55,2,30500,4179,E-commerce/Apps,1,4,Switch to a cheaper brand,Word of Mouth,0.04
21384,57,3,47500,9190,Supermarkets,3,3,Look for discounts/offers,Doctor Recommendation,0.5
21385,35,3,28500,4002,Supermarkets,2,5,Switch to a cheaper brand,Doctor Recommendation,0.29
21386,33,2,25500,3455,Local Kirana/Mom-and-pop Stores,2,4,Switch to a cheaper brand,In-store Displays,0.34
21387,70,3,54000,9573,Supermarkets,3,3,Look for discounts/offers,TV Commercials,0.51
21388,46,5,36000,5325,Supermarkets,2,4,Switch to a cheaper brand,Social Media Ads,0.36
21389,61,6,42000,4315,Supermarkets,4,4,Switch to a cheaper brand,TV Commercials,0.73
21390,28,3,19500,2000,E-commerce/Apps,1,5,Switch to a cheaper brand,Word of Mouth,0.04
21391,23,4,50500,6971,E-commerce/Apps,2,4,Switch to a cheaper brand,Doctor Recommendation,0.21
21392,20,3,21000,4136,Supermarkets,3,5,Switch to a cheaper brand,In-store Displays,0.53
21393,31,2,85500,13556,Supermarkets,5,2,Continue buying the same brand,Word of Mouth,0.92
21394,19,6,31500,4293,E-commerce/Apps,2,4,Switch to a cheaper brand,TV Commercials,0.31
21395,49,4,29500,4721,E-commerce/Apps,1,4,Switch to a cheaper brand,In-store Displays,0.03
21396,48,6,56500,9080,Supermarkets,3,2,Continue buying the same brand,Doctor Recommendation,0.55
21397,28,1,35000,3306,Discount Wholesalers,2,3,Look for discounts/offers,TV Commercials,0.39
21398,39,3,51500,6030,E-commerce/Apps,3,4,Switch to a cheaper brand,TV Commercials,0.6
21399,20,4,31000,4786,Supermarkets,2,5,Switch to a cheaper brand,Social Media Ads,0.27
21400,67,2,51500,7958,Local Kirana/Mom-and-pop Stores,3,2,Continue buying the same brand,Word of Mouth,0.6
21401,48,3,34500,6180,Supermarkets,2,4,Switch to a cheaper brand,Doctor Recommendation,0.4
21402,50,6,56000,6385,Local Kirana/Mom-and-pop Stores,2,3,Look for discounts/offers,Doctor Recommendation,0.35
21403,41,2,64500,10237,Supermarkets,4,3,Look for discounts/offers,Doctor Recommendation,0.73
21404,18,2,16000,2000,E-commerce/Apps,2,5,Switch to a cheaper brand,Word of Mouth,0.26
21405,61,4,43000,7018,Local Kirana/Mom-and-pop Stores,3,3,Look for discounts/offers,Doctor Recommendation,0.43
21406,32,2,90500,12554,Supermarkets,4,2,Continue buying the same brand,In-store Displays,0.66
21407,54,2,49000,8680,Local Kirana/Mom-and-pop Stores,4,2,Continue buying the same brand,TV Commercials,0.73
21408,44,1,122500,19527,E-commerce/Apps,5,2,Continue buying the same brand,Social Media Ads,0.93
21409,55,3,22500,3163,Supermarkets,1,5,Switch to a cheaper brand,Social Media Ads,0.05
21410,65,2,41000,4583,E-commerce/Apps,2,3,Look for discounts/offers,In-store Displays,0.29
21411,44,3,46000,8225,Local Kirana/Mom-and-pop Stores,3,3,Look for discounts/offers,In-store Displays,0.51
21412,61,4,27500,4640,E-commerce/Apps,1,4,Switch to a cheaper brand,TV Commercials,0.14
21413,29,3,19500,5206,E-commerce/Apps,1,5,Switch to a cheaper brand,Word of Mouth,0.06
21414,20,4,107000,16486,Local Kirana/Mom-and-pop Stores,4,2,Continue buying the same brand,In-store Displays,0.61
21415,47,3,63500,11150,Supermarkets,4,3,Look for discounts/offers,In-store Displays,0.69
21416,49,5,47500,7797,Supermarkets,4,4,Switch to a cheaper brand,In-store Displays,0.74
21417,40,4,37000,3521,Supermarkets,3,3,Look for discounts/offers,Doctor Recommendation,0.56
21418,19,5,38500,5034,Supermarkets,3,2,Continue buying the same brand,Social Media Ads,0.5
21419,24,4,49500,6282,E-commerce/Apps,4,3,Look for discounts/offers,Word of Mouth,0.79
21420,51,6,74500,9569,Local Kirana/Mom-and-pop Stores,3,4,Switch to a cheaper brand,Social Media Ads,0.52
21421,49,3,25500,4301,E-commerce/Apps,1,4,Switch to a cheaper brand,TV Commercials,0.11
21422,70,2,38000,6210,E-commerce/Apps,4,3,Look for discounts/offers,TV Commercials,0.75
21423,56,2,30000,3700,E-commerce/Apps,2,5,Switch to a cheaper brand,Doctor Recommendation,0.24
21424,49,3,21000,3746,Local Kirana/Mom-and-pop Stores,2,5,Switch to a cheaper brand,Social Media Ads,0.37
21425,60,4,26500,2963,Supermarkets,2,5,Switch to a cheaper brand,In-store Displays,0.21
21426,60,2,40000,7280,Supermarkets,4,3,Look for discounts/offers,Doctor Recommendation,0.78
21427,31,2,31000,6526,Supermarkets,1,4,Switch to a cheaper brand,Social Media Ads,0
21428,20,3,36500,7357,Supermarkets,3,3,Look for discounts/offers,Social Media Ads,0.46
21429,63,4,52000,8367,Supermarkets,2,2,Continue buying the same brand,Word of Mouth,0.31
21430,49,2,64500,9334,Supermarkets,3,4,Switch to a cheaper brand,Doctor Recommendation,0.45
21431,60,4,136500,20374,Supermarkets,5,3,Look for discounts/offers,Social Media Ads,0.84
21432,53,3,53000,7852,Supermarkets,3,4,Switch to a cheaper brand,Social Media Ads,0.44
21433,34,2,26500,5877,Supermarkets,3,5,Switch to a cheaper brand,Social Media Ads,0.45
21434,65,4,63000,10542,Local Kirana/Mom-and-pop Stores,4,3,Look for discounts/offers,Doctor Recommendation,0.8
21435,20,3,30500,3486,Supermarkets,3,4,Switch to a cheaper brand,Social Media Ads,0.55
21436,74,3,25500,5658,Local Kirana/Mom-and-pop Stores,1,5,Switch to a cheaper brand,Social Media Ads,0.04
21437,27,1,49500,7051,Local Kirana/Mom-and-pop Stores,2,4,Switch to a cheaper brand,Doctor Recommendation,0.25
21438,70,2,73500,11606,E-commerce/Apps,2,4,Switch to a cheaper brand,TV Commercials,0.34
21439,64,3,26500,5455,Local Kirana/Mom-and-pop Stores,2,4,Switch to a cheaper brand,Social Media Ads,0.21
21440,57,4,42500,6688,Local Kirana/Mom-and-pop Stores,4,3,Look for discounts/offers,Doctor Recommendation,0.79
21441,35,3,45500,6453,E-commerce/Apps,2,2,Continue buying the same brand,Word of Mouth,0.35
21442,20,4,22500,2956,Supermarkets,1,5,Switch to a cheaper brand,Doctor Recommendation,0.02
21443,56,4,17500,2010,Supermarkets,2,4,Switch to a cheaper brand,Word of Mouth,0.34
21444,27,3,18000,2101,Local Kirana/Mom-and-pop Stores,2,5,Switch to a cheaper brand,Social Media Ads,0.21
21445,69,3,68500,10388,Local Kirana/Mom-and-pop Stores,2,2,Continue buying the same brand,Doctor Recommendation,0.3
21446,26,4,28500,4326,E-commerce/Apps,1,5,Switch to a cheaper brand,Word of Mouth,0.16
21447,63,5,26000,4919,Supermarkets,2,4,Switch to a cheaper brand,Word of Mouth,0.33
21448,72,3,42500,6724,E-commerce/Apps,4,2,Continue buying the same brand,Doctor Recommendation,0.6
21449,63,4,69500,10337,Local Kirana/Mom-and-pop Stores,4,2,Continue buying the same brand,Doctor Recommendation,0.69
21450,28,6,20000,3698,Discount Wholesalers,2,5,Switch to a cheaper brand,In-store Displays,0.28
21451,50,4,14000,2458,Supermarkets,1,5,Switch to a cheaper brand,Word of Mouth,0.14
21452,53,2,75500,12724,Supermarkets,4,4,Switch to a cheaper brand,Word of Mouth,0.75
21453,43,2,46500,7929,Local Kirana/Mom-and-pop Stores,4,3,Look for discounts/offers,Social Media Ads,0.73
21454,44,2,21000,2000,E-commerce/Apps,2,5,Switch to a cheaper brand,TV Commercials,0.3
21455,55,5,29000,4702,Supermarkets,3,5,Switch to a cheaper brand,Social Media Ads,0.49
21456,39,3,22000,4364,Local Kirana/Mom-and-pop Stores,3,5,Switch to a cheaper brand,TV Commercials,0.41
21457,43,6,50000,7578,E-commerce/Apps,4,2,Continue buying the same brand,In-store Displays,0.72
21458,39,2,60500,9725,E-commerce/Apps,4,2,Continue buying the same brand,Social Media Ads,0.7
21459,22,5,50500,6532,Local Kirana/Mom-and-pop Stores,3,4,Switch to a cheaper brand,Doctor Recommendation,0.43
21460,52,2,39000,6609,Discount Wholesalers,2,3,Look for discounts/offers,Doctor Recommendation,0.22
21461,19,2,43500,7994,E-commerce/Apps,4,3,Look for discounts/offers,Social Media Ads,0.66
21462,52,3,25000,3065,E-commerce/Apps,2,5,Switch to a cheaper brand,Word of Mouth,0.36
21463,26,4,29000,4774,Supermarkets,3,4,Switch to a cheaper brand,TV Commercials,0.58
21464,68,2,36000,4901,Supermarkets,4,3,Look for discounts/offers,TV Commercials,0.76
21465,68,3,31500,5261,Supermarkets,1,4,Switch to a cheaper brand,Social Media Ads,0.09
21466,66,2,36000,4089,Supermarkets,2,4,Switch to a cheaper brand,TV Commercials,0.39
21467,35,4,16000,2019,E-commerce/Apps,1,5,Switch to a cheaper brand,TV Commercials,0.12
21468,60,3,56000,9481,Supermarkets,3,2,Continue buying the same brand,TV Commercials,0.47
21469,29,2,21000,2829,Local Kirana/Mom-and-pop Stores,3,4,Switch to a cheaper brand,In-store Displays,0.45
21470,20,2,12500,2000,E-commerce/Apps,3,5,Switch to a cheaper brand,Social Media Ads,0.46
21471,35,1,25000,5072,Supermarkets,1,5,Switch to a cheaper brand,Doctor Recommendation,0.18
21472,73,6,32500,5547,Local Kirana/Mom-and-pop Stores,3,4,Switch to a cheaper brand,TV Commercials,0.52
21473,55,1,99500,15839,Local Kirana/Mom-and-pop Stores,5,1,Continue buying the same brand,Doctor Recommendation,0.95
21474,24,1,28000,3114,Supermarkets,1,4,Switch to a cheaper brand,Doctor Recommendation,0
21475,50,2,40000,6030,Supermarkets,2,4,Switch to a cheaper brand,TV Commercials,0.32
21476,23,2,42500,6121,Supermarkets,2,2,Continue buying the same brand,TV Commercials,0.3
21477,35,2,17000,2960,Discount Wholesalers,2,5,Switch to a cheaper brand,Social Media Ads,0.24
21478,62,3,34000,5481,Supermarkets,2,5,Switch to a cheaper brand,In-store Displays,0.34
21479,39,2,31500,4831,Supermarkets,2,5,Switch to a cheaper brand,Doctor Recommendation,0.29
21480,68,1,37500,6316,Supermarkets,3,2,Continue buying the same brand,TV Commercials,0.55
21481,56,1,44500,8407,E-commerce/Apps,4,2,Continue buying the same brand,Social Media Ads,0.67
21482,68,4,55500,7741,E-commerce/Apps,4,2,Continue buying the same brand,TV Commercials,0.79
21483,26,3,23500,3636,E-commerce/Apps,1,5,Switch to a cheaper brand,Word of Mouth,0.03
21484,52,6,46000,6436,E-commerce/Apps,3,3,Look for discounts/offers,In-store Displays,0.48
21485,40,3,25000,6432,E-commerce/Apps,2,5,Switch to a cheaper brand,Social Media Ads,0.27
21486,29,5,23000,2000,E-commerce/Apps,1,5,Switch to a cheaper brand,Word of Mouth,0.2
21487,69,2,87000,12248,Local Kirana/Mom-and-pop Stores,4,2,Continue buying the same brand,Social Media Ads,0.61
21488,41,4,14500,2000,E-commerce/Apps,2,5,Switch to a cheaper brand,TV Commercials,0.39
21489,67,4,28000,5539,Local Kirana/Mom-and-pop Stores,1,5,Switch to a cheaper brand,TV Commercials,0.18
21490,57,4,40500,8015,Supermarkets,2,2,Continue buying the same brand,Doctor Recommendation,0.24
21491,26,6,26500,4464,E-commerce/Apps,1,5,Switch to a cheaper brand,Social Media Ads,0.14
21492,30,2,39000,6190,Supermarkets,2,4,Switch to a cheaper brand,Word of Mouth,0.4
21493,57,4,18500,3025,Supermarkets,2,5,Switch to a cheaper brand,Word of Mouth,0.21
21494,71,6,14000,2386,E-commerce/Apps,3,5,Switch to a cheaper brand,In-store Displays,0.4
21495,59,3,23000,4896,E-commerce/Apps,3,5,Switch to a cheaper brand,Social Media Ads,0.55
21496,34,3,39000,5040,E-commerce/Apps,4,2,Continue buying the same brand,TV Commercials,0.61
21497,24,3,33000,5808,Supermarkets,1,5,Switch to a cheaper brand,Social Media Ads,0.07
21498,34,4,49500,5809,Discount Wholesalers,2,2,Continue buying the same brand,Word of Mouth,0.29
21499,72,4,17500,3945,Supermarkets,1,4,Switch to a cheaper brand,TV Commercials,0.15
21500,67,2,27000,3366,Local Kirana/Mom-and-pop Stores,3,4,Switch to a cheaper brand,In-store Displays,0.51
21501,41,1,35000,4629,Local Kirana/Mom-and-pop Stores,3,4,Switch to a cheaper brand,Doctor Recommendation,0.59
21502,19,2,22000,4834,E-commerce/Apps,1,4,Switch to a cheaper brand,In-store Displays,0.05
21503,52,3,38500,4381,Discount Wholesalers,3,2,Continue buying the same brand,In-store Displays,0.43
21504,45,2,31500,5945,E-commerce/Apps,3,5,Switch to a cheaper brand,Doctor Recommendation,0.41
21505,36,4,46000,6817,Local Kirana/Mom-and-pop Stores,2,2,Continue buying the same brand,In-store Displays,0.25
21506,50,3,41500,7477,Supermarkets,3,4,Switch to a cheaper brand,Social Media Ads,0.44
21507,38,3,14000,2592,Supermarkets,2,5,Switch to a cheaper brand,In-store Displays,0.32
21508,70,4,75500,11282,Supermarkets,4,2,Continue buying the same brand,In-store Displays,0.73
21509,27,4,12000,2000,E-commerce/Apps,2,5,Switch to a cheaper brand,Social Media Ads,0.27
21510,70,2,16500,2000,Supermarkets,1,5,Switch to a cheaper brand,TV Commercials,0.09
21511,63,3,34500,4459,Local Kirana/Mom-and-pop Stores,1,5,Switch to a cheaper brand,In-store Displays,0.1
21512,62,5,42000,5750,Supermarkets,3,2,Continue buying the same brand,Word of Mouth,0.57
21513,26,2,31500,3760,Discount Wholesalers,2,5,Switch to a cheaper brand,In-store Displays,0.33
21514,55,2,27500,5136,Supermarkets,2,5,Switch to a cheaper brand,TV Commercials,0.34
21515,23,3,34500,6308,E-commerce/Apps,3,5,Switch to a cheaper brand,Social Media Ads,0.57
21516,68,3,47000,7636,E-commerce/Apps,2,3,Look for discounts/offers,TV Commercials,0.32
21517,70,4,20000,3802,Local Kirana/Mom-and-pop Stores,1,4,Switch to a cheaper brand,Social Media Ads,0.19
21518,59,2,20500,3620,Supermarkets,2,4,Switch to a cheaper brand,Word of Mouth,0.33
21519,72,3,23500,4644,Supermarkets,2,4,Switch to a cheaper brand,Social Media Ads,0.34
21520,52,1,70000,10604,E-commerce/Apps,2,2,Continue buying the same brand,Word of Mouth,0.34
21521,35,6,43500,7408,E-commerce/Apps,2,4,Switch to a cheaper brand,In-store Displays,0.38
21522,70,3,48000,7903,Supermarkets,2,2,Continue buying the same brand,Doctor Recommendation,0.32
21523,36,4,80000,12576,Supermarkets,4,3,Look for discounts/offers,TV Commercials,0.62
21524,22,2,53500,8467,Local Kirana/Mom-and-pop Stores,2,2,Continue buying the same brand,Word of Mouth,0.21
21525,42,4,39000,6196,E-commerce/Apps,4,3,Look for discounts/offers,TV Commercials,0.6
21526,28,6,79000,11261,E-commerce/Apps,4,2,Continue buying the same brand,Social Media Ads,0.68
21527,27,4,22000,3324,Supermarkets,3,4,Switch to a cheaper brand,Doctor Recommendation,0.4
21528,34,4,31500,5311,Discount Wholesalers,2,5,Switch to a cheaper brand,In-store Displays,0.32
21529,53,3,64500,9206,Local Kirana/Mom-and-pop Stores,2,2,Continue buying the same brand,TV Commercials,0.36
21530,43,3,12000,2056,Supermarkets,3,5,Switch to a cheaper brand,Doctor Recommendation,0.6
21531,48,4,24000,3582,E-commerce/Apps,2,5,Switch to a cheaper brand,TV Commercials,0.3
21532,49,2,53500,9377,Discount Wholesalers,4,4,Switch to a cheaper brand,Social Media Ads,0.78
21533,38,4,38000,5327,Local Kirana/Mom-and-pop Stores,3,2,Continue buying the same brand,Word of Mouth,0.46
21534,35,4,46500,6670,Discount Wholesalers,3,3,Look for discounts/offers,Word of Mouth,0.52
21535,35,3,13500,3371,E-commerce/Apps,2,5,Switch to a cheaper brand,In-store Displays,0.33
21536,18,4,23500,4500,Discount Wholesalers,2,5,Switch to a cheaper brand,In-store Displays,0.29
21537,31,3,50000,6909,Local Kirana/Mom-and-pop Stores,2,3,Look for discounts/offers,In-store Displays,0.36
21538,25,4,23000,3157,Local Kirana/Mom-and-pop Stores,2,4,Switch to a cheaper brand,Doctor Recommendation,0.3
21539,19,4,54500,8568,E-commerce/Apps,3,2,Continue buying the same brand,Word of Mouth,0.49
21540,68,6,41500,7208,Supermarkets,3,4,Switch to a cheaper brand,TV Commercials,0.54
21541,32,2,20000,3177,Supermarkets,1,5,Switch to a cheaper brand,TV Commercials,0.06
21542,51,3,43000,6175,Discount Wholesalers,2,3,Look for discounts/offers,Doctor Recommendation,0.27
21543,53,5,52500,7254,E-commerce/Apps,2,3,Look for discounts/offers,Word of Mouth,0.35
21544,18,3,43500,6585,Supermarkets,4,4,Switch to a cheaper brand,In-store Displays,0.64
21545,68,3,47500,7019,E-commerce/Apps,3,2,Continue buying the same brand,Word of Mouth,0.58
21546,38,4,15000,3768,Supermarkets,2,5,Switch to a cheaper brand,Social Media Ads,0.3
21547,59,1,112000,15774,Supermarkets,4,2,Continue buying the same brand,In-store Displays,0.64
21548,18,4,148500,24047,Supermarkets,4,2,Continue buying the same brand,Social Media Ads,0.67
21549,49,2,74000,11404,E-commerce/Apps,4,3,Look for discounts/offers,Doctor Recommendation,0.7
21550,37,3,38000,4728,Local Kirana/Mom-and-pop Stores,3,2,Continue buying the same brand,Social Media Ads,0.52
21551,71,2,29500,4343,Supermarkets,3,4,Switch to a cheaper brand,TV Commercials,0.54
21552,64,2,29500,3652,Supermarkets,2,5,Switch to a cheaper brand,Social Media Ads,0.34
21553,53,1,53500,8541,E-commerce/Apps,4,4,Switch to a cheaper brand,Social Media Ads,0.68
21554,56,4,61500,12061,Supermarkets,4,4,Switch to a cheaper brand,TV Commercials,0.72
21555,47,3,26000,4049,E-commerce/Apps,2,5,Switch to a cheaper brand,Doctor Recommendation,0.22
21556,24,3,35500,6344,Supermarkets,4,3,Look for discounts/offers,Word of Mouth,0.65
21557,39,1,68000,12531,Local Kirana/Mom-and-pop Stores,2,3,Look for discounts/offers,Word of Mouth,0.21
21558,74,4,34500,6962,Local Kirana/Mom-and-pop Stores,1,5,Switch to a cheaper brand,TV Commercials,0.15
21559,67,3,38000,6305,E-commerce/Apps,4,4,Switch to a cheaper brand,Social Media Ads,0.77
21560,62,3,72000,11329,Discount Wholesalers,4,4,Switch to a cheaper brand,Social Media Ads,0.61
21561,27,3,66500,10676,Supermarkets,2,4,Switch to a cheaper brand,In-store Displays,0.33
21562,73,3,54000,7369,Supermarkets,4,2,Continue buying the same brand,Doctor Recommendation,0.79
21563,25,6,21000,2265,E-commerce/Apps,2,5,Switch to a cheaper brand,Word of Mouth,0.32
21564,44,3,21000,2552,Supermarkets,1,5,Switch to a cheaper brand,In-store Displays,0.11
21565,27,5,25000,4139,E-commerce/Apps,2,5,Switch to a cheaper brand,TV Commercials,0.21
21566,31,5,27500,4053,Local Kirana/Mom-and-pop Stores,2,4,Switch to a cheaper brand,Doctor Recommendation,0.29
21567,63,1,40000,7429,Supermarkets,2,2,Continue buying the same brand,Social Media Ads,0.32
21568,69,3,34500,7630,Local Kirana/Mom-and-pop Stores,3,4,Switch to a cheaper brand,In-store Displays,0.5
21569,71,2,33000,4991,E-commerce/Apps,2,5,Switch to a cheaper brand,Word of Mouth,0.26
21570,28,2,31500,6939,E-commerce/Apps,1,5,Switch to a cheaper brand,Doctor Recommendation,0.08
21571,23,3,23000,4267,E-commerce/Apps,2,5,Switch to a cheaper brand,In-store Displays,0.26
21572,38,4,28500,3091,Supermarkets,1,5,Switch to a cheaper brand,Word of Mouth,0.09
21573,50,6,122500,20136,Discount Wholesalers,5,2,Continue buying the same brand,TV Commercials,0.94
21574,36,2,51500,8353,Local Kirana/Mom-and-pop Stores,4,2,Continue buying the same brand,Word of Mouth,0.71
21575,56,5,36500,4426,Discount Wholesalers,2,4,Switch to a cheaper brand,Word of Mouth,0.39
21576,41,5,17000,2554,E-commerce/Apps,2,5,Switch to a cheaper brand,In-store Displays,0.21
21577,35,5,22000,3282,Supermarkets,2,5,Switch to a cheaper brand,Social Media Ads,0.33
21578,52,2,35500,4688,Supermarkets,3,2,Continue buying the same brand,TV Commercials,0.46
21579,69,4,71500,11660,E-commerce/Apps,4,3,Look for discounts/offers,Word of Mouth,0.63
21580,60,5,40500,8541,Supermarkets,2,3,Look for discounts/offers,TV Commercials,0.26
21581,54,2,40000,6041,E-commerce/Apps,3,2,Continue buying the same brand,In-store Displays,0.47
21582,36,6,63000,10478,E-commerce/Apps,3,2,Continue buying the same brand,Doctor Recommendation,0.45
21583,70,5,22000,2690,E-commerce/Apps,1,5,Switch to a cheaper brand,In-store Displays,0.03
21584,41,2,73000,11854,Supermarkets,2,2,Continue buying the same brand,In-store Displays,0.33
21585,73,4,29500,6083,Supermarkets,3,4,Switch to a cheaper brand,Doctor Recommendation,0.58
21586,51,2,64500,9530,Local Kirana/Mom-and-pop Stores,3,3,Look for discounts/offers,TV Commercials,0.54
21587,39,4,83500,11049,Supermarkets,4,2,Continue buying the same brand,TV Commercials,0.68
21588,21,3,23000,4887,Supermarkets,1,5,Switch to a cheaper brand,Doctor Recommendation,0.12
21589,74,1,36000,3418,Supermarkets,4,2,Continue buying the same brand,In-store Displays,0.73
21590,27,3,53500,8780,Supermarkets,2,4,Switch to a cheaper brand,Social Media Ads,0.24
21591,19,2,31000,6373,E-commerce/Apps,2,5,Switch to a cheaper brand,In-store Displays,0.25
21592,25,3,31500,3912,Supermarkets,1,5,Switch to a cheaper brand,Social Media Ads,0.11
21593,50,5,29500,3928,Supermarkets,1,5,Switch to a cheaper brand,Doctor Recommendation,0.17
21594,55,2,14000,2936,E-commerce/Apps,3,5,Switch to a cheaper brand,In-store Displays,0.59
21595,60,3,61500,9775,Local Kirana/Mom-and-pop Stores,3,3,Look for discounts/offers,TV Commercials,0.55
21596,45,4,21500,3201,E-commerce/Apps,2,5,Switch to a cheaper brand,TV Commercials,0.31
21597,27,1,11500,2759,E-commerce/Apps,1,5,Switch to a cheaper brand,Doctor Recommendation,0.11
21598,62,3,61000,7955,Discount Wholesalers,4,3,Look for discounts/offers,Word of Mouth,0.71
21599,18,4,46000,7728,Supermarkets,4,3,Look for discounts/offers,Word of Mouth,0.71
21600,51,4,18500,3728,E-commerce/Apps,2,4,Switch to a cheaper brand,Word of Mouth,0.35
21601,20,2,62500,8790,Local Kirana/Mom-and-pop Stores,4,2,Continue buying the same brand,In-store Displays,0.7
